"helpfulVotes","publishedDate","publishedPlatform","rating","text","title","tripType"
"1","2018-02-28","OTHER","5","Everything has already been said about the stunning physical environment and the intangible intellectual feel of the town, apparent even if you are just visiting.  For those confused, it is one university with more than 30 constituent colleges.  In this context a college is a relatively small community of scholars within the overall auspices of the university.  The university is the degree awarding institution.  An 800 year old university that has produced more Nobel Laureates than all bar a handful of whole countries, dozens of world statesmen, and countless great writers and artists.  Amidst all this, what name seems to appear most often in TripAdvisor reviews? Harry Potter.  The university could sigh, it would.","Fact not fiction","SOLO"
"0","2018-02-20","MOBILE","5","Unique world wide. 
Amazing history
Amazing buildings/ architecture/ talent. Try to enter one of the colleges. 
Make sure to take a walking tour of the city( some are free and very good)","Fascinating place","NONE"
"2","2018-02-19","OTHER","4","Like Cambridge, Oxford University is of course made up of numerous colleges - each with their own history and educational prowess.....Many of he buildings are open to the public - for a fee of course. We spent time in the Christchurch College where the Harry Potter scenes in the dining hall were filmed.  Amazing buildings to walk round.  Thought the price tag was too high however at £8 per person just for the 1 College.....","Fabulous buildings...","FAMILY"
"1","2018-02-17","OTHER","5","You already have the picture, so I won't wax poetic. The best advice I can give fellow tourists is to do some advance research, list your objectives, get your priorities straight, check times and places and make a plan. There will never be enough time.

Taking a guided tour is a helpful start. Don't miss the Bodleian Library tour, the heart of the university. Hear an Evensong service, the soul of the university. And don't miss the Ashmolean Museum, the treasure house of the university.","Ivory Towers and Dreaming Spires","FRIENDS"
"1","2018-02-17","MOBILE","4","The university is not in one place....it is a collection of 38 colleges spread throughout the centre of oxford

Intact everywhere you look and go you will be near one of the colleges and some of them have been in existence for centuries 

Overall they are fascinating and well Worth a visit, particularly Christ church college ","Visit to various colleges","COUPLES"
"0","2018-02-04","MOBILE","5","Oxford university is made up of 38 colleges that are concentrated around the city centre amongst other historic buildings. The colleges themselves all have their history, breathtaking architecture, beauty and grandness. One  certain thing is that you will need time to see all of the magnificent colleges around Oxford. Don't miss the Bodleian Library, founded in 1320. ","Magnificent colleges ","COUPLES"
"0","2018-01-31","OTHER","4","Oxford university is not just one but rather 38 colleges that are all over the city, It's very interesting to spend a day or two visiting the different buildings....Highly Recommend.","Historic & Academic","NONE"
"0","2018-01-22","OTHER","5","Just like we see on the PBS British shows.  Quaint, historic and beautiful. All the spires and the yellow stone make this great for photographs.  We enjoyed just walking around the narrow streets.","Historic and lovely","COUPLES"
"0","2018-01-12","MOBILE","4","We walked around the university grounds and some of the architecture really is breathtaking. The grounds are beautiful and I imagine on a summer day stunning. Worth a look when visiting Oxford ","Beautiful Place to visit","FRIENDS"
"3","2018-01-12","OTHER","5","We were on a tight schedule and only allowed ourselves half a day here. really we should have given ourselves another day or two, especially if you are a Harry Potter fan, or just enjoy the classic architecture of this university town.
Due to the age of the city centre, the streets are rambling and we found ourselves walking quite a bit to get from point A to point B. We left our car at the hotel because parking here is quite tricky and walked around.","Academia","FAMILY"
"0","2018-01-08","OTHER","5","Stop and had a guided tour of Oxford University site. There are multiple building and lots of walking,which was well worth the time.Loved this place and a must see. The oldest university in the British isles. Saw the Redcliffe Camera and the Bodeleian Library.","Huge area","FRIENDS"
"4","2018-01-04","OTHER","4","The University area of Oxford consists of many Colleges, autonomous units within the University. The colleges have buildings of their own, with halls, libraries, churches, everything within the college walls. The oldest buildings are medieval and the style of newer ones has been kept the same: There is unreasonable amount of beauty in the decorated facades, cloisters, hallways. There are parts of the campus area where you could almost shoot a photograph blindfolded in random direction and be guaranteed to have a postcard quality image as a result.

We took a guided tour and would recommend one to anyone visiting Oxford for the first time. The location of the Colleges is confusing and there are so many of them one can't visit them all. It's good to have someone tell where to go next. Also, the amnout of history and stories behind every building is stupefying. Best to have someone whi can help you into it before you get dizzy on your own. Our tour was from London, International Friends, with an excellent guide we can highly recommend.

We walked by many famous Colleges, Trinity, All Souls, Christ Church, and the Sheldonian Theatre, Bodleian Library, Radcliffe Camera and the University Church. After the walk we had only a short time to have lunch and visit inside colleges. This is where it gets confusing since colleges have different and irregular visiting hours and they charge individual entrance fees, some of them more than just a couple of pounds. The most popular attractions get busy soon and you may not fit in, at least not in time.

I can recommend the downstairs room of Bodleian Library that costs just one pound to visit and after a couple of minutes in the stunning beauty of it you can proceed your walk. The New college has a beautiful cloister, one of the many Hatty Potter filming locations in Oxford. The University Church is also very nice and has a small cafe/bar in its gardens. What we would have liked to do was to visit the belltower, but the queue was too long. But we managed to visit the small Science museum, free of charge.

Clearly, one day is not quite enough to get the highlights of the University area. We had to continue our tour to Harry Potter studios. Hopefully we can return some day to finish our sightseeing in Oxford.","Stunningly beautiful old Collges","FAMILY"
"0","2017-12-31","OTHER","5","We enjoyed our tour with a privateguide through the many colleges of Oxford University. The history of each is fascinating. The quads are charming, the gardens most of which boasted a lite Christmas tree were beautiful. we could not believe the many species of flowers and plants still I bloom. A wort while way to spend a day or two.","A Temple of Learning","FAMILY"
"0","2017-12-29","MOBILE","5","The Oxford colleges are definitely a national treasure. The architecture is world class, set in idyllic grounds. The creation of the colleges is steeped in history and is still evolving. We took the tour bus and made good use of the hop off to explore. Knowledge of the guide and tapped commentary is good too. ","The heart of Oxford ","COUPLES"
"0","2017-12-24","OTHER","5","Walking around Oxford is walking through history.  Each college has a unique story.   Try to visit as many as possible during open hours.  ","Fantastic place to visit and to learn about English History.","FAMILY"
"0","2017-12-22","OTHER","5","dive in history, culture and learning. a legendary place that fullfil our imagination with the contact with old buildings and young people.","meet history","BUSINESS"
"1","2017-12-15","OTHER","4","This is an Impressive university. Scattered all over the city. It was good to see the extent of all the colleges. To be honest, I would find it hard to concentrate and to study here. Buildings are cold; courses are compressed; distractions are immense.","Impressive university. Scattered all over the city","FRIENDS"
"0","2017-11-30","OTHER","5","Where does the town begin and the University end?  It steals up on you at every corner, rather like Rome and its manifold delights.","The old joke holds true: ""Gee Myrtle, where's the University?""","FAMILY"
"1","2017-11-27","OTHER","5","A visit to Oxford University is well worthwhile. The university buildings are visually striking and exude a strong sense of history and tradition. There are very worthwhile sites within it to visit, such as the Ashmolean Museum. The city itself is very pleasant to visit, with many interesting streets, shops, pubs, and restaurants, and a canal walk. If you go, plan to spend the whole day.","Venerable university on a grand scale","COUPLES"
"0","2017-11-12","OTHER","5","We visited a number of sites belonging to Oxford University during a guided tour. The splendid architecture to be seen in and around several of the colleges was just amazing.
The day of our visit coincided with several graduation ceremonies and this added to the unique ambience generated around the university locations.
Rather than taking a guided tour, we would recommend doing by yourself. This would allow you to spend more time in those locations which are of particular interest to you!","Splendid architecture - unique ambiance!","COUPLES"
"0","2017-11-11","MOBILE","5","It's produced Prime Ministers, Nobel Laureates, and spawned the likes of JRR Tolkien, Lewis Carroll, CS Lewis and other Inklings. It's stunning, encompassing the entire town, and only accepts the top students. It's wonderful to roam around the colleges and experience the magic for yourselves, or as part of a Walking tour like Footprints ","Best University in the World","FAMILY"
"1","2017-11-07","MOBILE","5","Oxford is always high in my list if Day trips out of London. Strolling the streets, checking out the University Colleges, the Ashmoleum Museum, the Bodleian Library and the Indoor and outdoor Markets are all wonderful.The train station is central and only an hour or so from London. ","Always a lovely place to walk about ","FRIENDS"
"1","2017-11-01","OTHER","5","So thankful my daughters had the ability to study there and live in a unique city and enjoy England and other European cities during there time abroad.","Timeless iconic university","FAMILY"
"0","2017-10-31","OTHER","4","We visited Oxford for a day, lovely fall weather, lively crowd, beautiful buildings with some great architecture, several colleges.  We also visited the town center which echoed the same university life with lots of cafes and beautiful buildings.  Its a must visit, But I would recommend an entire weekend there.","Oxford University and Town","FRIENDS"
"1","2017-10-31","OTHER","5","As we strolled the streets of Oxford the sights, the buildings, the bikes, the students was like walking through history. The whole place well the area in the centre is just amazing we had a perfect sunset and the buildings looked fab with a golden glow. Just beautiful.","A walk through history","COUPLES"
"0","2017-10-26","OTHER","5","The dreaming spires, the magnificent colleges, Oxford University has it all. Buildings that are of historical importance in themselves, wonderful paintings, more history than you know what to do with","Brilliant","SOLO"
"1","2017-10-26","MOBILE","5","An impromptu visit to the town but ended up walking through the town. It is an amazing place with colleges and buildings from over 700 years but kept itself up to date with new buildings like the Weston library. The small shops for books, stationery and gifts are all worth popping in. There are plenty of cafés, pubs and places to eat. I would maybe do this again but with a guide to get more out of the walk. There is simply too much to take in by yourself! ","History and modernity in one place.","FAMILY"
"0","2017-10-23","OTHER","4","This place is amazing but, it is better if you take a guided tour, this is the only way you would learn as much as you can about this buildings, the badges and coats. I took the Evan Evans tour from London and I do not regret it, Charlotte was lovely and our bus driver really friendly, awesome experience.","Oxford - Evan Evans","FRIENDS"
"0","2017-10-21","OTHER","5","The approx. 38 colleges that make up the U of O are like no other anywhere. The history, architecture, educational institutions and inventions that have taken place here are truly humbling. There is beauty at every turn. This is the most interesting place I have ever visited.","History and Beauty","COUPLES"
"0","2017-10-16","OTHER","5","Oxford University !!.
You hear it all the time and imagine.
Beautiful campuses, incredible architecture, magnificent grounds, the people who attended, world renowed.
It must have been something to attend but at least I have been and visited.","Great visit","COUPLES"
"1","2017-10-09","MOBILE","4","So this place is yet another marvelous piece of architecture amongst an endless supply of amazing architecture found in and the surrounding areas of London. Located about one hour and twenty minutes outside of London the best way to visit here is to book a tour where this is one of the stops. It's a bit much to do a two and a half hour plus round trip just for this one stop. We booked a tour with one of the many touring companies that had Oxford, Costwolds, Stratford-upon-Avon and Detailed Castle with Viator. That maid it a fantastic day trip where we got to see a castle, this legendary school which was also used as location for parts of Hogwarts in the Harry Potter movies but we also go to visit the town and house where none other than mr. William Shakespeare was born. A lot of people will tell you that it's a waste of money booking the stores through companies like theater but for me and my girlfriend were able to book amazing excursions and Adventures for our trip and we did it all in one day. We set down search for things to do in London on TripAdvisor went down the list pics the ones that we like and we booked them. It was easy and I recommend that if your booking multiple excursions that you call them and do it over the phone because you will qualify for 5% savings. It might not seem like much but we saved $50 just for doing it over the phone because we booked enough excursions to qualify for the discount. So if you have the time to research all of this individually and booked through all of these companies one by one and so forth by all means go ahead but if you want your vacation to be painless stress free and not consume weeks at a time to plan then just save yourself the hassle ","Another Harry Potter Site ","COUPLES"
"0","2017-10-06","MOBILE","5","This is well worth the tour. But arrive early in the day to avoid long lines and even better buy tour tickets online in advance to avoid the lines completely. ","Step into history","COUPLES"
"0","2017-10-02","MOBILE","5","I love the atmosphere and the overall architecture of this landmark university with its centuries old colleges, traditions, architecture and buildings. An absolutely recommended visit ","Great piece of history ","FAMILY"
"0","2017-09-28","OTHER","5","My husband and I are not great Harry Potter fans, but this was something not to miss. We stayed in a twin basic student accommodation, which was very clean and comfortable and had tea & coffee facilities. The reception gentlemen were very helpful with directions to the room and to the car park which is not run by the College. The parking was expensive but most public parking is in the UK. The Christ Church College is beautiful, the gardens are immaculate it was a pleasure to walk around the area. We had breakfast in the Great Hall at the top table, which I thought was special. There was quite a lot of other tourist staying there as well so breakfast was a bit busy but we managed to get enough food. It is differently worth a visit even your not a fan of Harry Potter.","Fantastic Experience","NONE"
"0","2017-09-23","OTHER","5","Having just graduated from university I was a little in awe of Oxford University, such is its reputation. The history in the buildings was enough much less the academic aspect. I was pleased my Australian uni wifi wanted to work here.","I've been to Oxford University!","COUPLES"
"0","2017-09-23","MOBILE","5","The bus was like 14£ two ways 
If u want a day off from big city London just do. ur self a favor and enjoy Oxford.
We also paid 4or 6 £ for the library tour.
NO PIX allowed but that trip made my whole London trip. Definitely must see!","Highly recommend ","FRIENDS"
"1","2017-09-20","OTHER","4","We were with a tour group walking amongst these amazing buildings of several colleges that make up this town.  It was very interesting to see  where some very truly gifted people have been educated here.   Almost made you want to go back to school!","College Town","COUPLES"
"0","2017-09-18","OTHER","4","The buildings are breathtaking.  So much history and locations where literary greats penned their masterpieces.  A friend who lived there did the tour, but I would suggest finding an experienced tour guide to get the most out of it.","Self guided walking tour of Oxford","FRIENDS"
"1","2017-09-17","OTHER","4","Only real annoyance was the poor quality kitchen, especially the old-fashioned stove which damaged the bottom of my favorite wok. 

The card system sometimes tripped me up if I wasn't careful and accidently left behind my card in my room, but I got around this quite easily and it usually wasn't a problem.

I would had liked to see the rest of the campus but large parts of it were closed off to people in my program for that summer, the parts I did see were quite impressive on their own so all is well. 

I very much loved your great chestnut tree near that building I think was next to the Earl Residence. It had an otherworldly feel to it and I felt that it was inhabited by a nature spirit (I am not convinced that supernatural beings really do exist but I wish they did). 

Would had liked it if more of the original buildings were still standing ... Oh well, I guess places just evolve over a thousand years. 

Your pond was interesting, you should add koi fish to make it more serene, and more benches by the pond itself so we can look at it closely.","I was here as a student for a Summer Abroad programn","SOLO"
"0","2017-09-15","OTHER","3","Oxford is not just one university, but rather consist of 38 colleges inside this town.  The architecture (what Tom really enjoys) fits the nickname of “city of dreaming spires”.  Each one of these individual colleges were originally sponsored / built by some wealthy family and all have different names (religion / Clamford / etc.) and range in size from small to large with large being about the size of a High School building (but much older looking) back home, but graduates emphasis the general term OXFORD on their resume’s as a point of study.   
There are about 2,300 students total in all the 38 colleges (54% male students / 46% female students).
School is three 8-week periods (semesters) in a year. 
 Average tuition cost is around 9,250 pounds a year + around 130 pounds a week for accommodations + food.","If the resume says Oxford it is NOT just one college","COUPLES"
"0","2017-09-14","OTHER","5","You may think that you finally found the famous university. However, you will go around in the city and see it is in fact everywhere.","Here and everywhere","NONE"
"0","2017-09-13","OTHER","5","The Oxford University is really a great and attractive palce. Not a single place but a place of knowledge and culture. I went for work in the Exam Preparation Building and was charming, with a classic style that perfectly match the austerity and the fascination of a great university but without looking ""cold"" or ""hearthless"". 

I think Oxford and the university should be visited and took as an example","Awesome","BUSINESS"
"0","2017-09-12","MOBILE","5","You should allot at least two days for this unforgettable experience.  There are over 39 colleges, each different w their own histories.  Also there is the work famous Bodlean Library and numerous other historical sites.  If you have time to visit only one Cleese, make it Christ Church.","A must visit while in England","COUPLES"
"0","2017-09-11","MOBILE","4","We were there on a quite rainy day! We walked around exploring all the colleges and a museum or two from memory! It was very worthwhile and I'm sure we would have spent more time there if the weather was more favourable! Recommended!","Rainy day visit","COUPLES"
"0","2017-09-02","OTHER","5","We spent part of an afternoon wandering Oxford University by ourselves before deciding to take a walking tour. Very glad we made the trip; incredibly old, historic place with fabulous gardens and architecture. I could have spent another day going into the museums but didn't have the time.","Gorgeous, historic university","COUPLES"
"2","2017-08-29","OTHER","5","For all Harry Potter fans out there - Christ Church is a must! Cost £9/person (August 2017). You will see the famous staircase where all the new Hogwarts students are waiting to get in to the great hall in movie 1. You will also see the Great Hall from where they took the inspiration in the movies. 

A recommendation would be to go on a walking tour as entrance to 2-3 colleges is included and the total cost is about £12/person.","Well worth a visit!","COUPLES"
"3","2017-08-28","OTHER","5","we only had one day .....def. needed two.  For sure do the free walking tour that takes two hours.  it was well worth it.  You see 2-3 colleges, the library and other key highlights of the city.  ","You need at least two days to tour Oxford!!!","FAMILY"
"0","2017-08-27","MOBILE","4","The University of Oxford is one of the UK's classic universities and is steeped in history. 

The original buildings are just stunning and they are all well maintained and beautiful. This is a real attraction as well an academic establishment is a real tourist attraction and well worth visiting. ","Awesome ","COUPLES"
"5","2017-08-27","OTHER","5","If you are in London and want to escape for a day out then Oxford is a fabulous place for a day trip although you can spend a long weekend here if you have time as there is so much to do. There are regular trains from Paddington and a fast train can get you there in under an hour. Plan to arrive around 9am if you are able and maybe have your evening meal there as there are many good pubs and restaurants. All the main sites are within walking distance from the station which is only about 10 minutes walk from the centre of town. I suggest getting a map before you arrive and working out what you want to see and a route ahead of arriving.  The botanic gardens is probably not worth seeing this late in the year. If you want to experience punting pay to hire a professional. If you want to see inside a college I would go for Worcester as it is free and the gardens are possibly the best kept plus the Quad and its lawn is fabulous. Do not miss the chapel there either. It is open from 2pm to 5pm. In terms of museums the Ashmoleum is fabulous but huge. I like the Museum of the History of Science as it is small, interesting and unique. I also like the small local history museum in the Town Hall. Do not miss the free exhibitions at The New Bodleian. The Covered Market is great for half and hour and maybe a cheap lunch. Do not bother with climbing Carfax Tower as the view is not up to much. Walking through Christchurch Meadow is a lovely way to spend a few minutes with lovely views. Other than that I would wander around the back lanes alongside the Sheldonian Theatre and the Bridge of Sighs and look at the buildings along the High Street and Broad Street. If you have more time visit the Pitt Rivers and Natural History Museums.","Fantastic for a day out from London","COUPLES"
"1","2017-08-20","OTHER","5","Oxford is one of those things that is quintessential to see if one is lucky enough to be in the area.  To say the place is visually and emotionally over whelming would not do it justice. 

As to some tips. Be prepared to do a lot of walking as if you use a car or bus. Otherwise you will not get the whole experience of going there. Everyone there was very friendly and helpful to this old duffer.

NOW FOR SOME HINTS

Hire a private guide I found one at the local pub. They usually are a font of School Info. Also she charged what I thought was a very reasonable fee. (NO she was not a H**ker ! So get your mind out of the gutter!)

Go during the off season as the place is very crowded during the Tourist season. 

Also parking can be a nightmare. 

Listen in one some of the conversations as you will be amazed by the huge range of conversation that you will hear there. 

Do not go out at night during the Weekend or school holidays. As some of the students & locals REALLY put away the sauce. Even I was impressed by some folks seemly empty legs some folks have.","The Oldest English Speaking University in the World","COUPLES"
"0","2017-08-20","OTHER","5","Oxford is well worth the trip from London. We spent an excellent weekend, which was just the right amount of time to see almost everything. Good weather made the trip extra enjoyable, but even with umbrellas in rain it would be fine. ","Amazing University","SOLO"
"0","2017-08-16","OTHER","5","Booked on line for £13 each for senior rate for 2 hour trip.

This was brilliant tour by local ,knowledgable and friendly guide whose husband  actually worked in University telling us all about how university started and all about life there and how  students lived and worked. My friend and I were only Brits,lots of Americans,Chinese,Asians and German lady. The knowledge we learnt about this famous city was fascinating and well worth a visit. Book on line before you visit if tight time schedule as we had . Do not consider driving into city as horrendous.
Highly recommend. Worth every penny.","After checking your reviews decided the university and city tour best bet for day visit","FRIENDS"
"0","2017-08-15","OTHER","5","The oldest English speaking university in the world.
Here you will walk in the footsteps of the great!
Not to be missed but wear comfortable walking shoes.","Wonderful","COUPLES"
"0","2017-08-10","OTHER","5","Visiting the campuses at Oxford is a privilege for those who realize that only good education can solve the world's problems. Knowledge and tradition, added to a unique atmosphere of knowledge accumulated over centuries.","History, Excellence and Tradition","FRIENDS"
"0","2017-08-09","OTHER","5","Oxford is a collegiate research university of no known date of foundation, but teaching dates as far back as1096, making it the oldest university in the English-speaking world & the world's second-oldest university in continuous operation.Oxford has 38 constituent colleges, its buildings scattered throughout the City Centre. It's also the home of the Rhodes Scholarship, one of the world's oldest & most prestigious international scholarships.
We started walking around the historic college buildings & churches, finding it difficult as there were 100s of students/tourists. Lots of oohing & aahing as we read the names of the college buildings. We were amazed at the beauty of the architecture & can highly recommend Oxford University as a place worthy of a day trip. An important tip - parking is impossible in Oxford so use one of the Park'n Rides -  the buses are frequent & cheap.","Oxford, a city of history & architecture","FRIENDS"
"0","2017-08-01","MOBILE","5","800 year old uni... world renowned... gonna return with family to see all the sites... too many to mention.","Great tour","BUSINESS"
"0","2017-07-29","OTHER","5","Do start early and wear comfortable walking shoes. Much to explore and learn about the rich heritage, famous residents and traditions of this scholarly city. It's my second Oxford visit and yet there's new hidden treasures to discover each time. For those who love ancient English history, dreamy spires and lofty libraries reminiscent of Harry Potter, this intellectual haven is a must visit. Oxford exudes academic creativity, imagination and so much to absorb on memorials that bear witness to important moments in history. Garden lovers must tour the vast expanse of Christ Church meadows, 400 year old Botanic Gardens (founded in 1621) and bordering university parks.  Sign up early for the fantastic walking tours. In summer, Oxford overflows with tourists, students on study tours and some of the university grounds may be restricted.","Historic Oxford","FAMILY"
"0","2017-07-26","OTHER","5","We went to Oxford for our golden wedding anniversary and stayed for two days at the excellent Old Parsonage Hotel.  The food was good and the room comfortable.  Staff were pleasant and there was a lovely outside area where we ate.

Oxford is full of surprises and a great place to visit.  We lived there for three years many years ago but found several new and interesting attractions including the Pitt-Rivers Museum, and the University Parks.

The high spot of the visit this time was the botanic gardens which were outstanding in the sun but we also enjoyed visits to the Cherwell Boathouse, Port Meadow and the Trout.","Wonderful","COUPLES"
"0","2017-07-25","OTHER","5","What a city, what a school! I found Oxford to be far more interesting even than London. It's got more of its history accessible so that it feels like you're stepping back in time--except for the droves of tourists in summer!","So much history!","FRIENDS"
"0","2017-07-25","OTHER","5","I went to Oxford while my boyfriend was attending an academic conference. The University is stunning and it is hard to keep track of all 37 universities. If I would go back and have more time, I would do some tours inside a few universities. They are normally only a few pounds and I think you would get an even better feel of what university life is like for Oxford students.","SO many colleges","SOLO"
"1","2017-07-20","OTHER","4","When the Colleges have open days is a particularly good time to have a look around and see the various architecture and artistry that has been accumulated by the Colleges over the years. Each College has it's own peculiarities","A good afternoon out","COUPLES"
"0","2017-07-18","OTHER","4","Traveling to Oxford is definitely worth it and visiting the different colleges is a must for any UK trip. The city is magnificent, there is a lot of history to see in one place and we'll definitely be back for more.","Academic history at it's best","COUPLES"
"0","2017-07-16","OTHER","5","Spent a wonderful day touring the University of Oxford, especially the library where my kids could have spent all day.  The kids enjoyed seeing where Harry Potter was filmed as well as walking the gardens and river.  Beautiful campus.","Summer 2016 Oxford","NONE"
"0","2017-07-12","MOBILE","5","Our group of 6 couples traveling together spent an afternoon walking University of Oxford with our guide. Clearly we each had our own perspectives of what we were to see; all were enlightened. 

Many in our group drew repeated comparisons to the Harry Potter series; clearly this was a basis for those tales. But this is serious stuff, learning of the system was enlightening. 

Sure it was crowded and perhaps a bit confusing. I wish I had read more about UO before taking our tour. Certainly I will fill in the holes upon return to the states. 

This is worth your time. ","Wonderful Afternoon","COUPLES"
"0","2017-07-11","MOBILE","5","Magnificent city - although very congested due to historical nature of the road systems of old, but a lot of quirky, small laneways that open to surprising vistas. Historical buildings wherever you turn. Many walks around the Thames in a south easterly direction past the various College boat sheds. Beware the thousands of multi lingual tourists in the school summer vacation period. ","History by the bucket load","COUPLES"
"1","2017-07-10","MOBILE","5","We went to Oxford as we wanted to give our teenage son exposure to that city.. We came to oxford by a local train from Slough. The moment you land at the station you get options to take hop on hop off buses. Extremely convenient. The whole city is just made for students.. paradise for them.. perfect atmosphere for studies with colleges all around, students from around the world.. there are so many tours that you can opt for.. they may take you around to colleges.. we truly enjoyed our trip to Oxford. ","Perfect destination for students","FAMILY"
"0","2017-07-09","MOBILE","5","Great experience during stay at Oxford. Very privileged place for chosen ones. Nice tour. Worth of visit.   ","Great Experience ","NONE"
"0","2017-07-07","OTHER","5","BEAUTIFUL campus!  We were with a tour group so didn't get to stay long, but we saw was so amazing.  Gorgeous architecture, great little shopping markets.  Could definitely make a day of it!","Wish we could have spent more time!","FRIENDS"
"0","2017-07-07","OTHER","5","Many larger cities will have a Hop On/Hop Off bus/tour company or something similar and Oxford is no exception.  We usually will take advantage of this to get our bearings and see where we want to visit.  It's good value and saves your energy for other activities.

Oxford is loaded with history and our tour guide was great in sharing stories.  There are 38 different and distinct university buildings that constitute ""Oxford"".  They are all unique in their architectural style, history, year they were built, etc.  We did not get off the bus to tour any of them but you can if you choose. 

Oxford is busy with tourists, students, residents, families, etc.  There are also many bicycles and pedestrians so you must pay close attention to avoid an accident!  There are bike lanes in some cases and in some instances the bikes are in the lanes with the buses.  Please be careful and safe when walking, driving or bicycling in Oxford.   

There are many cafes, restaurants, pubs, etc., so the choice is yours and way too many to even think about visiting. 

It's a busy place with much to see and do.  I know you will enjoy yourself.  ","Hop On/Hop Off Tour to See Oxford","COUPLES"
"0","2017-07-05","MOBILE","5","Very impressive.  One needs at least several days to do it justice. Most things to see are free or relatively cheap.  It is all also very walkable.  We recommend a private guide, Felicity Tholstrup.  She was great and very reasonable price-wise.  She was recommended by our neighbors (in the USA) and she did not disappoint.","Wow!","FAMILY"
"0","2017-07-05","MOBILE","5","We checked our daughter into summer school and were blown away at the architecture and history of the school. It is quite impressive.","One of the most beautiful campuses on earth","FAMILY"
"1","2017-07-04","MOBILE","5","In wandering down Broad Street I passed the door of Balliol College and chose to pay the small fee for a look around. I left all aquiver and wishing that I had been smart enough and diligent enough in my youth to have joined the parade of historical luminaries who have graced (or disgraced) its portals. The grounds are beautiful and the buildings full of substance. The chapel and the dining hall left me open mouthed. A delightful visit.","The weight of history","SOLO"
"0","2017-07-01","OTHER","3","I stayed here for 3 nights and though the accommodation is basic it is quite quaint and I rather liked it. The hot breakfasts were good and my only real criticism is that my room was not serviced during my stay there. Also the wifi didn't work in my room.
The location is very good.","St Stephens House","SOLO"
"1","2017-06-30","OTHER","5","The world famous University of Oxford is the oldest university in the English speaking world and is today one of the leading research universities in the world. It is a collegiate university with its various magnificent colleges located around the town. Many of them are open for public visitors though some charge an entry fee and offer guided tours. It is well worthwhile checking websites of any colleges in particular you wish to see. All are magnificent in their own individual ways. In order to do justice to seeing the university and town you really need to be here for several days. If time is short, research the buildings you would prioritise and then check to ensure you can enter the grounds.","World famous and such a treasure","COUPLES"
"0","2017-06-30","MOBILE","5","Oxford University has a great reputation and a romantic image.

Since both of us attended University later in life, a University like Oxford is only something we can dream of, or visit as tourists. 
We enjoyed every moment of it: the buildings, the Colleges, the atmosphere. 

All Souls College: a gem and worth the visit. 

","Totally, totally loved it! ","COUPLES"
"0","2017-06-29","OTHER","5","Well I envy all the students who studies here! Not because I think they are smarter than me, but because they have such a beautiful campus! Heck I would be here most of the time! Beautiful! 

Do check out the riverside walk.. it is totally worth it.","After coming here, I realized i should've applied!","FAMILY"
"0","2017-06-28","OTHER","4","We visited Oxford for a day trip.   The whole city is essentially the campus, and it is easily big enough to warrant a multi-day itinerary as we both felt we did not have enough time to fully explore the city and its ancient history.   We did visit some of the old buildings and the famous library which was unfortunately closed to the public.","Very beautiful ""Campus""","COUPLES"
"0","2017-06-26","MOBILE","5","We booked a private tour with Footprints Tours and had a former student as our guide - Luke. He was so knowledgeable about the university and of course everything Harry Potter! He took us to several filming locations plus the inspirational dining hall. He also showed us around various parts of the university in 2 hours. Well worth a visit! ","Place to see Harry Potter sights!","FAMILY"
"1","2017-06-22","OTHER","5","I didn't know it has 38 Colleges All offering its own degrees. Our guide was excellent and a former Alum of the University. She gave us so much insight to the place that I wish I was younger and studied harder. If you do visit : go on the 2 hour walking tour, you wouldn't regret it. ","Truly a wonderful and fabulous place of learning","FAMILY"
"1","2017-06-16","OTHER","4","The oldest university in UK with colleges scattered throughout the city. Each college is unique, some allow entry while for others entry is restricted.  The architecture of each individual college, cathedral and garden is amazing and the cobble-stone streets take us back in time.","Oldest university","FAMILY"
"0","2017-06-11","OTHER","5","great place to enjoy the traditions in education, one of the oldest and most renowned universities in the world","what a tradition","COUPLES"
"0","2017-06-06","OTHER","5","Very interesting to tour several different colleges. Some allowed individual do it yourself tours with brochures (e.g. Magdellen), others only allowed admission with a guide 9e.g. Christ Church).  We liked Christ Church a lot.","Many separate colleges, all old and some have tours.","COUPLES"
"0","2017-06-04","OTHER","5","The fact that you can tour a building with this much history and beauty and that it is actively a world renowned school is astounding. But the paths through the grounds especially down by the water make lovely escapes from the crowded streets of Oxford. It became our route from the hotel to town but know they lock the gates at 9 or you will have to find someone to let you out!!!","A must see in Oxford- so beautiful","FRIENDS"
"1","2017-06-04","OTHER","5","The most beautiful and magnificent university I've ever seen.  Everywhere you look throughout the many Colleges that make up the University there is gorgeous architecture filled with history of writers, artists, scientists, world leaders and other Rhodes Scholars.  The various College Chapels are truly works of art.  Walking around the University you will see building, dining halls and pubs made famous by the likes of Harry Potter, Inspector Lewis, Inspector Morse, and Endeavor.  Visit the Bodleian Weston Library to see such treasuries as the Magna Carta (1217), Shakespeare's First Folio containing  18 of his plays, Handel's Messiah, draft page from Mary Shelley's Frankenstein, letters from Kings Charles I and II, etc.  Stroll the many gardens and manicured lawns (but keep off the grass).  Take a guided tour to explore and soak in the great history of this institution.  Well worth 2-3 days to see everything.","Absolutely Beautiful","COUPLES"
